camis,dba,boro,building,street,zipcode,phone,inspection_date,critical_flag,record_date,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,location,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_sbqj_enih,:@computed_region_92fq_4b7q,cuisine_description,action,violation_code,violation_description,score,grade,grade_date,inspection_type
41688136,KINGS COUNTY DOGS,Brooklyn,620,ATLANTIC AVENUE,11217,9176186310,2017-01-25T00:00:00.000,Not Applicable,2026-05-07T06:00:13.000,40.683446896895,-73.975691312176,302,35,012902,3398156,3011180001,BK37,"{'type': 'Point', 'coordinates': [-73.975691312176, 40.683446896895]}",68,2,50,48,Hamburgers,No violations were recorded at the time of this inspection.,,,0,A,2017-01-25T00:00:00.000,Cycle Inspection / Initial Inspection
50166612,SET LOUNGE & BAR,Brooklyn,3200,CONEY ISLAND AVENUE,11235,9175996178,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.577776458007,-73.959631461289,313,48,036002,3245125,3086920019,BK19,"{'type': 'Point', 'coordinates': [-73.959631461289, 40.577776458007]}",21,2,35,15,,,,,,,,
50182456,IKI SEKAI INC.,Manhattan,1203,2 AVENUE,10065,9173629976,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.76331327176,-73.962377616093,108,05,011000,1043864,1014180021,MN31,"{'type': 'Point', 'coordinates': [-73.962377616093, 40.76331327176]}",23,4,11,51,,,,,,,,
50167777,THE FISH BAR,Bronx,2421,ARTHUR AVENUE,10458,9178317532,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.856025457575,-73.887170089976,206,15,038900,2120567,2030660022,BX06,"{'type': 'Point', 'coordinates': [-73.887170089976, 40.856025457575]}",35,5,31,22,,,,,,,,
50115119,JANNAT ADEN RESTAURANT,Bronx,2620,AVENUE Z,,7185004894,2024-03-07T00:00:00.000,Critical,2026-05-07T06:00:13.000,0,0,,,,,2,,,,,,,Middle Eastern,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,26,B,2024-03-07T00:00:00.000,Cycle Inspection / Re-inspection
50109733,BOOL GGOT 7 INC.,Queens,160-18,NORTHERN BOULEVARD,11358,6463060474,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.76279193978,-73.805279726945,407,20,117100,4120447,4053350058,QN51,"{'type': 'Point', 'coordinates': [-73.805279726945, 40.76279193978]}",22,3,67,3,,,,,,,,
50121182,DELUCA ITALIAN RESTAURANT,0,7324,AMBOY RD,10307,3476725335,2025-06-12T00:00:00.000,Critical,2026-05-07T06:00:13.000,,,,,,,,,,,,,,Italian,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",42,N,,Cycle Inspection / Initial Inspection
50177733,FIRST RAY OPERATIONS (NEW YORK) LLC,Manhattan,1375,BROADWAY,10018,6502168617,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.752320503987,-73.987461283168,105,03,010900,1015254,1008130016,MN17,"{'type': 'Point', 'coordinates': [-73.987461283168, 40.752320503987]}",11,4,8,10,,,,,,,,
50164333,XSCAPE,Queens,127-10,LIBERTY AVENUE,11419,3472339051,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.688791066485,-73.817536625764,410,28,015802,4204702,4095810005,QN55,"{'type': 'Point', 'coordinates': [-73.817536625764, 40.688791066485]}",62,3,64,46,,,,,,,,
50099479,DOUGHNUTTERY,Manhattan,42,WEST   42 STREET,10036,9179910564,2025-06-07T00:00:00.000,Not Applicable,2026-05-07T06:00:13.000,40.754068239421,-73.982321170752,105,04,008400,1000000,1012570002,MN17,"{'type': 'Point', 'coordinates': [-73.982321170752, 40.754068239421]}",11,4,8,51,Donuts,No violations were recorded at the time of this inspection.,,,0,,,Inter-Agency Task Force / Initial Inspection
50181765,3 TAPAS INC,Manhattan,19,WEST   46 STREET,10036,3056311911,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.756409124438,-73.97992021298,105,04,009600,1082694,1012620127,MN17,"{'type': 'Point', 'coordinates': [-73.97992021298, 40.756409124438]}",11,4,10,51,,,,,,,,
50148329,SEN SAIGON,Manhattan,150,EAST BROADWAY,10002,3489693727,2025-09-27T00:00:00.000,Not Applicable,2026-05-07T06:00:13.000,40.713998419528,-73.990848484567,103,01,000600,1003593,1002830066,MN28,"{'type': 'Point', 'coordinates': [-73.990848484567, 40.713998419528]}",70,4,4,32,Jewish/Kosher,No violations were recorded at the time of this inspection.,,,0,,,Inter-Agency Task Force / Initial Inspection
50182567,NORIHANA,Manhattan,424,5 AVENUE,10018,3124934694,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.751049055485,-73.982664852255,105,04,008400,1016004,1008400042,MN17,"{'type': 'Point', 'coordinates': [-73.982664852255, 40.751049055485]}",11,4,8,51,,,,,,,,
50184417,MUCH OBLIGED,Manhattan,42,AVENUE B,10009,6464284809,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.722865844672,-73.982830950208,103,02,003200,1004997,1003990036,MN22,"{'type': 'Point', 'coordinates': [-73.982830950208, 40.722865844672]}",70,4,5,50,,,,,,,,
50185257,LUNA DI PASTA & PIZZA,Manhattan,109,1 AVENUE,10003,6469983131,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.726769320686,-73.98589666698,103,02,003800,1006285,1004480029,MN22,"{'type': 'Point', 'coordinates': [-73.98589666698, 40.726769320686]}",70,4,5,50,,,,,,,,
50158454,HANA FUSION CUISINE INC,Queens,136-21,ROOSEVELT AVENUE,11354,9177679890,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.759791642744,-73.829242612573,407,20,087100,4112492,4049800011,QN22,"{'type': 'Point', 'coordinates': [-73.829242612573, 40.759791642744]}",22,3,67,3,,,,,,,,
50149767,MIKHUY,Brooklyn,586,5 AVENUE,11215,3475990319,2026-04-04T00:00:00.000,Not Applicable,2026-05-07T06:00:13.000,40.664523824695,-73.990224505152,307,39,014100,3024136,3010520050,BK37,"{'type': 'Point', 'coordinates': [-73.990224505152, 40.664523824695]}",9,2,45,27,Peruvian,No violations were recorded at the time of this inspection.,,,0,,,Inter-Agency Task Force / Initial Inspection
41584120,7 SPICES,Bronx,906908,E GUNHILL RD,,3473268646,2022-05-25T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,0,0,,,,,2,,,,,,,Caribbean,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,4,A,2022-05-25T00:00:00.000,Cycle Inspection / Initial Inspection
50180694,BEANS AND VINES EXPRESS,Manhattan,3908,BROADWAY,10032,3477499915,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.83807992227,-73.941923449169,112,07,024500,1062924,1021220058,MN36,"{'type': 'Point', 'coordinates': [-73.941923449169, 40.83807992227]}",47,4,21,23,,,,,,,,
50180331,NONG GENG JI,Queens,135-15,37 AVENUE,11354,3475423007,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.76109723299,-73.832343669087,407,20,086900,4112261,4049710073,QN22,"{'type': 'Point', 'coordinates': [-73.832343669087, 40.76109723299]}",22,3,67,3,,,,,,,,
50178584,STARZ COFFEE CAFE,Brooklyn,4411,5 AVENUE,11220,7184489119,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.648329833997,-74.006940639995,307,38,009600,3011243,3007390005,BK34,"{'type': 'Point', 'coordinates': [-74.006940639995, 40.648329833997]}",9,2,45,7,,,,,,,,
50114783,"HUDSON NIA JFK T1, JV",Queens,JFK,TERMINAL 1,11430,201 8218189,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,,,,,,,,,,,,,,,,,,,,,
50033781,RED HOOK LOBSTER POUND,Brooklyn,284,VAN BRUNT STREET,11231,7188587650,2024-06-14T00:00:00.000,Not Applicable,2026-05-07T06:00:13.000,40.67974632809,-74.010098611838,306,38,005900,3008365,3005290028,BK33,"{'type': 'Point', 'coordinates': [-74.010098611838, 40.67974632809]}",14,2,48,7,Seafood,No violations were recorded at the time of this inspection.,,,0,,,Inter-Agency Task Force / Initial Inspection
50182536,RICHIE'S PIZZA SHOP II LLC,Bronx,563,EAST TREMONT AVENUE,10457,6465776962,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.846502987391,-73.894812762505,206,15,037504,2011828,2030600050,BX17,"{'type': 'Point', 'coordinates': [-73.894812762505, 40.846502987391]}",35,5,31,22,,,,,,,,
50166635,PRAGA VIP LOUNGE CORP.,Bronx,445,EAST TREMONT AVENUE,10457,9179327043,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.847220372944,-73.898997184687,206,15,039500,2011252,2030340056,BX01,"{'type': 'Point', 'coordinates': [-73.898997184687, 40.847220372944]}",35,5,31,22,,,,,,,,
50180807,ZABIHA BNF 2 LLC,Brooklyn,597,CONEY ISLAND AVENUE,11218,6465785608,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.642688276946,-73.969775104813,314,40,152200,3118228,3051410231,BK42,"{'type': 'Point', 'coordinates': [-73.969775104813, 40.642688276946]}",60,2,43,11,,,,,,,,
50161101,GUAYUSA CAFE,Manhattan,3450,BROADWAY,10031,9176370245,2025-10-01T00:00:00.000,Not Applicable,2026-05-07T06:00:13.000,40.823619997056,-73.952483006014,109,07,022500,1061776,1020720064,MN04,"{'type': 'Point', 'coordinates': [-73.952483006014, 40.823619997056]}",37,4,19,23,Coffee/Tea,Establishment re-opened by DOHMH.,,,0,Z,2025-10-01T00:00:00.000,Pre-permit (Operational) / Reopening Inspection
50181025,PIZZA POINT,Manhattan,123,NAGLE AVENUE,10040,9292789945,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.860767596193,-73.926965505862,112,10,028300,1064150,1021730015,MN35,"{'type': 'Point', 'coordinates': [-73.926965505862, 40.860767596193]}",47,4,22,39,,,,,,,,
41086967,IL SOLE,Manhattan,229233,DYCKMAN STREET,,2125440406,2025-09-10T00:00:00.000,Critical,2026-05-07T06:00:13.000,0,0,,,,,1,,,,,,,Italian,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,12,A,2025-09-10T00:00:00.000,Cycle Inspection / Re-inspection
50160335,SANMIWAGO,Manhattan,64,7 AVENUE,10011,7184501788,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.738600123621,-73.999657187145,104,03,008100,1013732,1007640037,MN13,"{'type': 'Point', 'coordinates': [-73.999657187145, 40.738600123621]}",12,4,6,10,,,,,,,,
50123693,BIRRIA LES TACOS,Manhattan,34.5,SAINT MARKS PL,,9173611017,2023-11-01T00:00:00.000,Critical,2026-05-07T06:00:13.000,0,0,,,,,1,,,,,,,Mexican,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,24,,,Cycle Inspection / Initial Inspection
50182929,EL SABOR DEL RANCHO TAQUERIA,Queens,44-20,GREENPOINT AVENUE,11104,9176030052,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.741479383622,-73.920644392066,402,26,018300,4001970,4001670001,QN31,"{'type': 'Point', 'coordinates': [-73.920644392066, 40.741479383622]}",53,3,66,33,,,,,,,,
50172227,"HEALTHY HEART FOOD SERVICE, INC",Manhattan,320,PEARL STREET,10038,7183953929,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.709014261088,-74.002272377595,101,01,001501,1087430,1001060017,MN25,"{'type': 'Point', 'coordinates': [-74.002272377595, 40.709014261088]}",56,4,1,32,,,,,,,,
50182553,ARAMARK SPORTS & ENTERTAINMENT LLC,Queens,41,SEAVER WAY,11368,9179305784,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.758065089772,-73.844627651971,481,21,038302,4536844,4017870020,QN99,"{'type': 'Point', 'coordinates': [-73.844627651971, 40.758065089772]}",67,3,68,21,,,,,,,,
41385076,TEN TAN,Bronx,3507,DEKALB AVENUE,10467,7182318883,2022-09-22T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.882606567119,-73.880170456029,207,11,043100,2017788,2033280001,BX43,"{'type': 'Point', 'coordinates': [-73.880170456029, 40.882606567119]}",24,5,34,40,Chinese,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,0,,,Cycle Inspection / Initial Inspection
50184680,MRIGA,Queens,46-10,SKILLMAN AVENUE,11104,7182192613,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.746527752143,-73.917808908135,402,26,025301,4001254,4001370032,QN31,"{'type': 'Point', 'coordinates': [-73.917808908135, 40.746527752143]}",53,3,66,33,,,,,,,,
50183365,jkennedys,Manhattan,8,WEST   38 STREET,10018,3477766000,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.751208353675,-73.983354175874,105,04,008400,1075696,1008390055,MN17,"{'type': 'Point', 'coordinates': [-73.983354175874, 40.751208353675]}",11,4,8,51,,,,,,,,
50168424,LER LERS,Brooklyn,417,TOMPKINS AVENUE,11216,9294475287,2025-07-23T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.683122821438,-73.943858090664,303,36,026700,3322570,3018400010,BK75,"{'type': 'Point', 'coordinates': [-73.943858090664, 40.683122821438]}",69,2,51,49,Thai,Violations were cited in the following area(s).,09B,Thawing procedure improper.,52,,,Pre-permit (Operational) / Initial Inspection
50171239,JUICE PRESS,Manhattan,222,EAST   34 STREET,10016,9178423098,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.745273100653,-73.977094189566,106,04,007000,1088117,1009140036,MN20,"{'type': 'Point', 'coordinates': [-73.977094189566, 40.745273100653]}",71,4,9,50,,,,,,,,
50162839,GUATEMEX,Brooklyn,4415,18 AVENUE,11204,3477714944,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.630489532237,-73.977677743698,312,44,047600,3128728,3054390039,BK88,"{'type': 'Point', 'coordinates': [-73.977677743698, 40.630489532237]}",2,2,39,18,,,,,,,,
50179761,CICCHETTI BK,Brooklyn,185,HOWARD AVENUE,11233,9179821561,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.682024336781,-73.919814044932,303,41,037900,3040825,3015090007,BK35,"{'type': 'Point', 'coordinates': [-73.919814044932, 40.682024336781]}",69,2,52,17,,,,,,,,
41169052,DAVE & BUSTER'S,Manhattan,234,WEST   42 STREET,10036,6464952015,2023-12-05T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,40.756739691933,-73.988658816332,105,03,011300,1024665,1010130012,MN17,"{'type': 'Point', 'coordinates': [-73.988658816332, 40.756739691933]}",11,4,8,10,American,Violations were cited in the following area(s).,09B,Thawing procedure improper.,10,A,2023-12-05T00:00:00.000,Cycle Inspection / Initial Inspection
50185190,LAVI,Staten Island,500,HENDERSON AVENUE,10310,3474660443,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.638122307034,-74.109195633771,501,49,010500,5003625,5001390005,SI35,"{'type': 'Point', 'coordinates': [-74.109195633771, 40.638122307034]}",4,1,74,13,,,,,,,,
50162186,TRUE HONEY TEAS LLC,Manhattan,1,HERALD SQUARE,10001,5717862500,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.750541907818,-73.987541021756,105,04,010900,1089436,1008100045,MN17,"{'type': 'Point', 'coordinates': [-73.987541021756, 40.750541907818]}",11,4,8,51,,,,,,,,
50177492,FRITA BATIDOS,Brooklyn,334,KENT AVENUE,11249,9172160997,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.713390297272,-73.96738382087,301,33,055100,3426897,3024140026,BK73,"{'type': 'Point', 'coordinates': [-73.96738382087, 40.713390297272]}",36,2,56,38,,,,,,,,
50142010,SUNSET STOOP,Brooklyn,4114,5 AVENUE,11232,9177559382,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.65000149614,-74.005229035271,307,38,008200,3010751,3007190046,BK32,"{'type': 'Point', 'coordinates': [-74.005229035271, 40.65000149614]}",9,2,45,7,,,,,,,,
50184291,LONNIE'S BAR,Brooklyn,112,BOND STREET,11217,9176830289,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.686152142972,-73.98536443467,302,33,004100,3000894,3001830037,BK38,"{'type': 'Point', 'coordinates': [-73.98536443467, 40.686152142972]}",68,2,54,38,,,,,,,,
41022989,MULBERRY STREET BAR,Manhattan,176 1/2,MULBERRY STREET,10013,2122269345,2025-08-09T00:00:00.000,Not Applicable,2026-05-07T06:00:13.000,,,,,,,,,,,,,,Pizza,Violations were cited in the following area(s).,15-27,Sign prohibiting smoking or using electronic cigarettes not conspicuously posted.,,,,Smoke-Free Air Act / Initial Inspection
50161738,CHOCLATE ON TAP,Manhattan,20,UNION SQUARE WEST,10003,5187323754,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.736609791786,-73.990679378381,105,02,005200,1016108,1008450002,MN13,"{'type': 'Point', 'coordinates': [-73.990679378381, 40.736609791786]}",11,4,7,50,,,,,,,,
50160658,DESTINATION DUMPLINGS,Manhattan,20,UNION SQUARE WEST,10003,3477023643,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.736609791786,-73.990679378381,105,02,005200,1016108,1008450002,MN13,"{'type': 'Point', 'coordinates': [-73.990679378381, 40.736609791786]}",11,4,7,50,,,,,,,,
50131915,99 CENT SUPREME PIZZA,Bronx,297,BROADWAY,,6464274438,2023-08-09T00:00:00.000,Not Critical,2026-05-07T06:00:13.000,0,0,,,,,2,,,,,,,Pizza,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,65,,,Pre-permit (Operational) / Initial Inspection
50171749,Pebble Bar (1240 Avenue of Americas),Manhattan,600,5 AVENUE,10020,5183386325,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.757523134177,-73.977945432553,105,04,009600,1034506,1012640030,MN17,"{'type': 'Point', 'coordinates': [-73.977945432553, 40.757523134177]}",11,4,10,51,,,,,,,,
50184113,PATISSERIE DES AMBASSADES LLC,Manhattan,2190,FREDERICK DOUGLASS BOULEVARD,,9176986644,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,0,0,,,,,1,,,,,,,,,,,,,,
50148845,MAKE MY PASTRY,Queens,40-05,SKILLMAN AVENUE,11104,3479385678,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.747195864681,-73.923416505935,402,26,017100,4002375,4001830292,QN31,"{'type': 'Point', 'coordinates': [-73.923416505935, 40.747195864681]}",53,3,66,33,,,,,,,,
50103473,GREENPOINT ORIGINAL PIZZA,Brooklyn,93,NORMAN AVENUE,11222,9179091819,2026-04-06T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.725508330918,-73.951524995648,301,33,056100,3065648,3026200036,BK76,"{'type': 'Point', 'coordinates': [-73.951524995648, 40.725508330918]}",36,2,57,38,Pizza,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,26,Z,2026-04-06T00:00:00.000,Cycle Inspection / Re-inspection
50182467,FIRST RAY OPERATIONS (NEW YORK) LLC,Manhattan,550,10 AVENUE,10018,9292196244,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.758735626092,-73.996105186108,104,03,011500,1076207,1010507502,MN15,"{'type': 'Point', 'coordinates': [-73.996105186108, 40.758735626092]}",12,4,6,10,,,,,,,,
50177514,DEES GROCERY BRONX LLC,Bronx,973,PROSPECT AVENUE,10459,9292806825,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.822711044042,-73.900367777177,203,17,012901,2098575,2026780044,BX33,"{'type': 'Point', 'coordinates': [-73.900367777177, 40.822711044042]}",34,5,25,43,,,,,,,,
50178502,INSOMNIA COOKIES,Staten Island,422,FOREST AVENUE,10301,8778443131,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.630818287422,-74.103440919216,501,49,005900,5006981,5002530001,SI35,"{'type': 'Point', 'coordinates': [-74.103440919216, 40.630818287422]}",4,1,74,13,,,,,,,,
50130220,PETITE MAMAN,Manhattan,545,MADISON AVENUE,10022,9296762875,2026-03-23T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.760791109269,-73.973103653583,105,04,010200,1035758,1012900052,MN17,"{'type': 'Point', 'coordinates': [-73.973103653583, 40.760791109269]}",11,4,10,51,Coffee/Tea,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,10,A,2026-03-23T00:00:00.000,Cycle Inspection / Initial Inspection
41056159,LA MASSERIA,Manhattan,235,WEST   48 STREET,10036,2125822111,2025-12-18T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.760469484393,-73.985665699545,105,03,012500,1076194,1010200005,MN17,"{'type': 'Point', 'coordinates': [-73.985665699545, 40.760469484393]}",11,4,10,10,Italian,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,25,,,Cycle Inspection / Initial Inspection
50182166,IRIE CARIBBEAN KITCHEN LIQ LLC,Brooklyn,126,UTICA AVENUE,11213,3472800290,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.674587529176,-73.930580581922,308,36,030900,3330825,3013540050,BK61,"{'type': 'Point', 'coordinates': [-73.930580581922, 40.674587529176]}",16,2,49,49,,,,,,,,
41543970,PAUSE CAFE,Manhattan,3,CLINTON SREET,,2126775415,2024-12-17T00:00:00.000,Critical,2026-05-07T06:00:13.000,0,0,,,,,1,,,,,,,Middle Eastern,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,20,B,2024-12-17T00:00:00.000,Cycle Inspection / Re-inspection
50169946,MARKETTE,Manhattan,326,7 AVENUE,10001,9179233223,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.747435314446,-73.993222228913,105,03,009500,1014263,1007780038,MN17,"{'type': 'Point', 'coordinates': [-73.993222228913, 40.747435314446]}",11,4,6,10,,,,,,,,
50139765,BAOZI,Brooklyn,5405,8 AVENUE,11220,6464343333,2025-07-21T00:00:00.000,Critical,2026-05-07T06:00:13.000,40.638764317462,-74.006136141753,312,38,010600,3139116,3056720008,BK34,"{'type': 'Point', 'coordinates': [-74.006136141753, 40.638764317462]}",2,2,39,7,Chinese,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,43,,,Cycle Inspection / Initial Inspection
50180439,ROBERTA'S,Manhattan,1,PENN PLAZA,10119,2066984346,1900-01-01T00:00:00.000,Not Applicable,2026-05-07T06:00:17.000,40.751091318302,-73.992925898182,105,03,010100,1014387,1007830070,MN17,"{'type': 'Point', 'coordinates': [-73.992925898182, 40.751091318302]}",11,4,8,10,,,,,,,,
